4776	16
8900	160
5427	939
9093	568
22887	628
6050	619
5889	577
2042	146
5583	159
2523	307
154	170
2553	215
1950	12
9928	832
2115	20
1452	15
9448	705
2745	526
5777	114
10898	326
9170	321
1677	27
23443	719
10013	248
2736	32
1029	190
1870	121
1021	118
207	220
840	148
10318	755
7015	21
5788	76
7048	149
4775	125
5880	92
9533	218
4791	71
6850	111
8573	223
8202	557
5715	70
5627	69
22794	251
4582	82
7982	536
4931	856
4208	156
11261	164
8091	100
835	167
51599	720
10892	384
9519	405
1500	812
57019	929
581	161
5468	916
6709	77
1981	44
10493	954
23499	740
142	117
2222	362
3312	123
9124	790
1983	708
595	30
54499	521
5018	638
998	132
1831	350
5747	774
128	698
7905	757
1848	169
3122	177
51382	963
54205	153
831	918
3964	549
8678	477
501	584
6774	58
10049	668
50813	660
5696	127
7511	842
5900	179
11151	841
51031	374
1738	633
7866	724
7105	836
1027	191
9128	635
1534	833
4125	455
79143	717
2353	805
84617	931
873	345
10227	659
10174	562
9126	499
2810	959
2063	788
7106	923
4616	798
11168	735
3551	537
572	615
6813	654
10057	945
11004	386
2887	839
9181	449
9212	83
8569	184
6119	850
5873	424
50810	733
2954	894
23212	656
8726	22
2770	154
58497	308
2048	173
2625	849
39	793
5058	131
1070	398
868	26
2624	889
7043	28
2920	176
85236	741
310	490
6696	165
22827	597
8837	621
5588	128
5603	886
2534	87
116832	714
5321	42
8444	570
4200	857
47	576
11200	685
2852	936
10362	828
4067	726
2886	182
51635	598
7168	304
3308	389
10962	975
1022	91
8480	406
652	142
622	226
637	878
644	517
23658	681
10190	678
9112	739
7852	927
1282	94
26001	677
147179	211
23061	641
9289	855
90861	242
57178	915
23244	233
3486	101
23039	650
1399	360
25839	205
94239	647
23014	837
27032	257
27346	378
23512	36
200081	277
7027	110
9686	679
89910	582
26128	380
200734	670
23522	884
23131	688
84890	601
23200	973
26036	310
23029	574
84159	599
1123	885
93487	273
54505	412
23338	926
25976	481
55818	877
5096	742
9842	953
23210	611
30849	66
23271	270
23325	667
6509	625
10973	554
91137	881
23076	496
8312	166
23142	569
8550	732
25966	940
23335	623
6832	687
23097	882
57215	794
9847	777
5438	585
5986	817
22934	854
11011	666
7074	905
3206	811
91949	930
148022	37
55958	948
23161	207
6714	141
81544	874
5331	186
6909	567
323	676
23149	371
388650	649
427	6
6597	486
6657	9
3202	770
375346	752
27109	768
93594	858
4793	31
2017	899
10038	862
8574	603
30	580
25803	194
5898	7
2113	51
891	124
7690	813
9637	606
50814	871
1759	338
29978	692
23139	796
23321	785
3508	600
2908	924
23368	158
6347	140
2064	815
23223	792
9455	702
7416	561
9709	713
2597	192
3108	11
3416	634
51335	769
55748	754
56889	709
55256	872
11031	944
23585	348
51495	864
10652	385
58533	210
28969	758
51465	949
51466	935
25825	725
4282	104
55011	591
51719	904
55699	888
1829	844
23588	302
9531	919
10695	824
51056	731
10273	614
51070	632
58478	609
51170	745
58472	971
51116	822
79902	772
51024	661
51203	648
51021	778
51569	887
64943	967
26993	586
56654	583
55608	941
51071	907
54881	674
55148	900
23670	199
57761	925
55893	352
56997	873
51015	727
80212	868
51026	699
51282	658
7376	780
25987	198
64429	765
55111	587
51422	75
26520	860
27244	895
51053	483
79174	791
53343	662
55038	640
29937	212
64781	730
29103	810
50865	972
1788	59
54442	823
30001	64
51293	974
79947	797
29082	801
63874	913
79600	602
55127	622
55847	193
6839	129
51160	786
54512	789
64428	642
79643	683
29763	738
10112	955
29911	814
54957	695
10451	902
54733	612
56940	782
10644	106
55012	838
27242	831
79850	934
4851	150
55129	613
11284	718
1906	38
60493	863
79006	664
8270	830
5827	652
51005	760
79170	696
79187	962
29928	869
80204	155
64080	876
79094	672
4482	865
55008	909
51001	629
23536	657
55033	928
56924	72
5716	616
26511	630
55604	787
80746	594
54807	675
80758	751
54438	762
6676	563
57192	806
51385	753
11182	200
63933	776
54850	746
29916	958
55179	651
29083	773
7099	144
79961	898
55825	763
51742	893
10818	102
81533	803
665	89
10776	689
64422	620
10813	593
80349	747
1978	112
83743	626
57406	903
23410	152
8996	779
55620	743
23597	910
124583	701
54915	680
3157	669
85377	818
55793	722
466	1
54681	756
11000	845
6915	712
6253	690
7264	422
5467	57
2767	920
23038	645
57048	646
79716	691
